"","event_id_cnty","event_date","year","time_precision","disorder_type","event_type","sub_event_type","actor1","assoc_actor_1","inter1","actor2","assoc_actor_2","inter2","interaction","civilian_targeting","iso","region","country","admin1","admin2","admin3","location","geo_precision","source","source_scale","notes","fatalities","tags","timestamp","FID","geometry"
"33385","KEN6929","2019-08-25",2019,1,"Political violence","Violence against civilians","Attack","UNIDENTIFIED ARMED GROUP (ETHIOPIA)","PASTORALISTS (ETHIOPIA)",3,"CIVILIANS (KENYA)","PASTORALISTS (KENYA)",7,37,"Civilian targeting",404,"Eastern Africa","Kenya","Marsabit","North Horr","Maikona","Forole",1,"Star (Kenya)","National","25 AUG. FIVE PEOPLE WERE KILLED IN AN ATTACK CARRIED OUT BY SUSPECTED MILITIAS FROM ETHIOPIA IN FOROLE, MARSABIT COUNTY, KENYA. THEY ALSO TOOK UNKNOWN NUMBER OF THEIR COWS.",5,"",1567450156,1163,c(37.7833, 3.5)
"33386","KEN6930","2019-08-25",2019,1,"Political violence","Violence against civilians","Attack","UNIDENTIFIED ARMED GROUP (ETHIOPIA)","PASTORALISTS (ETHIOPIA)",3,"CIVILIANS (KENYA)","PASTORALISTS (KENYA)",7,37,"Civilian targeting",404,"Eastern Africa","Kenya","Marsabit","North Horr","Maikona","Sabarei",1,"Star (Kenya)","National","25 AUG. UNIDENTIFIED ARMED MEN FROM ETHIOPIA ATTACKED THE HERDERS IN SABAREH, MARSABIT COUNTY, KENYA. FIVE HERDERS KILLED IN THE ATTACK. THE SUSPECTED MILITIAS TOOK UNKNOWN NUMBER OF THEIR COWS AND CROSSED THE BORDER INTO ETHIOPIA.",5,"",1567450156,1164,c(37.5, 3)
"33387","KEN7098","2019-08-25",2019,1,"Political violence","Battles","Armed clash","UNIDENTIFIED ARMED GROUP (KENYA)","PASTORALISTS (KENYA)",3,"UNIDENTIFIED ARMED GROUP (KENYA)","PASTORALISTS (KENYA)",3,33,"",404,"Eastern Africa","Kenya","Lamu","Lamu West","Hindi","Safarisi",1,"Star (Kenya)","National","ON AUG 25TH 2019, IN SAFARISI, HERDERS AND FARMERS CLASHED OVER PASTURE. FARMERS ACCUSED THE HERDERS (MOSTLY FROM TANA RIVER AND GARISSA COUNTIES) OF GRAZING ANIMALS ON THEIR FARMS. A MAN WAS KILLED.",1,"",1574122422,1165,c(40.8143, -2.2212)
"33545","ETH5239","2019-08-14",2019,1,"Political violence","Battles","Armed clash","UNIDENTIFIED COMMUNAL MILITIA (KENYA)","PASTORALISTS (KENYA)",4,"OROMO ETHNIC MILITIA (ETHIOPIA)","PASTORALISTS (ETHIOPIA)",4,44,"",231,"Eastern Africa","Ethiopia","Oromia","Borena","Moyale","Moyale",2,"Daily Nation (Kenya)","International","14 AUG. KENYAN PASTORALIST AND OROMO PASTORALIST CLASHED IN MOYAL. 2 ETHIOPIANS AND 1 KENYAN WERE KILLED IN THE CLASH.",3,"",1613071397,1170,c(39.049, 3.5391)
"34105","SOM28993","2019-07-08",2019,1,"Political violence","Explosions/Remote violence","Air/drone strike","UNIDENTIFIED MILITARY FORCES","",8,"AL SHABAAB","",2,28,"",706,"Eastern Africa","Somalia","Gedo","Baardheere","","Cows Qurun",2,"Undisclosed Source","Local partner-Other","08 JULY. UNIDENTIFIED WARPLANES CARRIED OUT AN AIRSTRIKE TARGETING AL SHABAAB MILITANTS NEAR COWS QURUN VILLAGE.",0,"",1571260124,1185,c(41.1507, 2.2102)
"34189","KEN6987","2019-07-04",2019,2,"Political violence","Violence against civilians","Attack","MILITARY FORCES OF KENYA (2013-2022)","",1,"CIVILIANS (KENYA)","PASTORALISTS (KENYA)",7,17,"Civilian targeting",404,"Eastern Africa","Kenya","Garissa","Hulugho","Sangailu","Sangailu",1,"Star (Kenya)","National","AROUND JUL 4TH 2019 (EXACT DATE NOT REPORTED) A HERDER IN SANGAILU WAS BURNT WITH A HOT OBJECT BY A SOLDIER. A VIDEO, WHICH GOT FREQUENT AIRPLAY ON THE INTERNET, SHOWS A SENIOR MILITARY OFFICER CALMING DOWN RESIDENTS, PROMISING TO TAKE THE VICTIM FOR TREATMENT.",0,"",1679360215,1188,c(40.7345, -1.3059)
"34207","KEN6914","2019-07-02",2019,1,"Political violence","Violence against civilians","Attack","UNIDENTIFIED ARMED GROUP (KENYA)","PASTORALISTS (KENYA)",3,"CIVILIANS (KENYA)","",7,37,"Civilian targeting",404,"Eastern Africa","Kenya","Marsabit","Moyale","Sololo","Sololo",1,"Daily Nation (Kenya)","National","02 JULY: UNIDENTIFIED ARMED GROUP KILLED ONE PERSON AND STOLE 150 COWS IN SOLOLO, MARSABIT COUNTY.",1,"",1563229347,1189,c(38.65, 3.55)
"34519","KEN6984","2019-06-14",2019,1,"Political violence","Battles","Armed clash","BORANA ETHNIC MILITIA (KENYA)","PASTORALISTS (KENYA)",4,"UNIDENTIFIED CLAN MILITIA (SOMALIA)","PASTORALISTS (SOMALIA)",4,44,"",404,"Eastern Africa","Kenya","Isiolo","Garbatulla","Garbatulla","Garba Tula",1,"Star (Kenya)","National","ON JUN 14TH 2019, IN QURI AREA OF GARBA TULA, BORANA AND SOMALIS CLASHED. FIVE PEOPLE, AMONG WHICH A YOUNG GIRL, WERE KILLED. SEVERAL WERE INJURED.",5,"",1618561048,1197,c(38.52, 0.5333)
"34885","KEN7071","2019-05-22",2019,1,"Political violence","Violence against civilians","Attack","UNIDENTIFIED ARMED GROUP (KENYA)","",3,"CIVILIANS (KENYA)","PASTORALISTS (KENYA)",7,37,"Civilian targeting",404,"Eastern Africa","Kenya","Marsabit","North Horr","North Horr","Fora",1,"Star (Kenya)","National","ON 22 MAY 2019, 2 HERDERS WERE ATTACKED IN FORA BY UNIDENTIFIED ARMED INDIVIDUALS WHO AMBUSHED THEIR HOUSE. THE MOTIVES BEHIND THE ATTACK ARE UNCLEAR.",2,"",1653503240,1208,c(36.4712, 3.658)
"34952","KEN7070","2019-05-18",2019,1,"Political violence","Violence against civilians","Attack","UNIDENTIFIED ARMED GROUP (KENYA)","",3,"CIVILIANS (KENYA)","PASTORALISTS (KENYA)",7,37,"Civilian targeting",404,"Eastern Africa","Kenya","Marsabit","North Horr","North Horr","Fora",1,"Star (Kenya)","National","ON 18 MAY 2019, A MAN (PRESUMBABLY A HERDER) WAS SHOT AND INJURED BY UNKNOWN GUNMEN IN FORA. NO FATALITIES REPORTED.",0,"",1653503240,1211,c(36.4712, 3.658)
"34998","KEN6977","2019-05-15",2019,3,"Political violence","Battles","Armed clash","BORANA ETHNIC MILITIA (KENYA)","PASTORALISTS (KENYA)",4,"UNIDENTIFIED CLAN MILITIA (SOMALIA)","PASTORALISTS (SOMALIA)",4,44,"",404,"Eastern Africa","Kenya","Isiolo","Garbatulla","Garbatulla","Garba Tula",2,"Star (Kenya)","National","IN MAY 2019 (EXACT DATE NOT REPORTED), BORANA AND SOMALIS CLASHED IN EL DIGALE, AT THE ISIOLO-GARISSA BORDER (LOCATION CODED AS GARBA TULA WITH GP2, FOR UNFOUND EL DIGALE). TWO TEENAGE HERDERS WERE KILLED AND ONE INJURED.",2,"",1618561048,1214,c(38.52, 0.5333)
"35190","KEN10702","2019-05-05",2019,1,"Political violence","Violence against civilians","Attack","SAMBURU ETHNIC MILITIA (KENYA)","PASTORALISTS (KENYA)",4,"CIVILIANS (KENYA)","SOMALI ETHNIC GROUP (KENYA); PASTORALISTS (KENYA)",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Isiolo","Merti","Cherab","Gotu",2,"Capital FM","National","ON 5 MAY 2019, AROUND 50 SUSPECTED SAMBURU MILITIA ATTACKED SOMALI HERDERS NEAR GOTU GRAZING AREA (MERTI, ISIOLO), AND MADE AWAY WITH HUNDREDS OF GOATS AND SHEEP.",0,"",1676323320,1221,c(38.7333, 1.1167)
"35191","KEN10701","2019-05-05",2019,1,"Political violence","Battles","Armed clash","POLICE FORCES OF KENYA (2013-2022) NATIONAL POLICE RESERVISTS","",1,"SAMBURU ETHNIC MILITIA (KENYA)","PASTORALISTS (KENYA)",4,14,"",404,"Eastern Africa","Kenya","Isiolo","Merti","Cherab","Gotu",1,"Capital FM","National","ON 5 MAY 2019, NATIONAL POLICE RESERVISTS CLASHED WITH SUSPECTED SAMBURU MILITIA [CODED AS GOTU, MERTI, ISIOLO], WHILE PURSUING STOLEN LIVESTOCK [CODED SEPARATELY]. FOUR NPRS WERE KILLED DURING THE INCIDENT.",4,"",1679360211,1222,c(38.7333, 1.1167)
"35345","KEN6874","2019-04-23",2019,1,"Political violence","Battles","Armed clash","UNIDENTIFIED COMMUNAL MILITIA (KENYA)","",4,"POLICE FORCES OF KENYA (2013-2022)","",1,14,"",404,"Eastern Africa","Kenya","Samburu","Samburu North","Nachola","Marti",1,"Star (Kenya)","National","23 APRIL: POLICE CLASHED WITH BANDITS IN AN OPERATION TO RECOVER STOLEN CATTLE IN MARTI, SAMBURU. ONE POLICE SHOT DEAD, THREE OTHERS SERIOUSLY INJURED AND TWO CHILDREN ABDUCTED.",1,"",1679360215,1225,c(36.7236, 1.4771)
"35766","KEN7060","2019-03-24",2019,1,"Political violence","Battles","Armed clash","UNIDENTIFIED COMMUNAL MILITIA (KENYA)","PASTORALISTS (KENYA)",4,"UNIDENTIFIED COMMUNAL MILITIA (KENYA)","PASTORALISTS (KENYA)",4,44,"",404,"Eastern Africa","Kenya","Garissa","Lagdera","Modogashe","Mado Gashi",2,"Star (Kenya)","National","ON MAR 24TH 2019, AT THE BORDER OF ISIOLO AND GARISSA COUNTIES (CODED AS MADO GASHI WITH GP2) TWO HERDERS WERE KILLED. THE MOTIVES OF THE CLASH, ACCORDING TO AUTHORITIES, MIGHT BE LINKED TO NATURAL RESOUCERS, AS THE TWO HERDERS WERE KILLED AT WATER POINTS.",2,"",1618561055,1236,c(39.1724, 0.7305)
"36135","ETH5243","2019-03-02",2019,1,"Political violence","Violence against civilians","Attack","OROMO ETHNIC MILITIA (ETHIOPIA)","",4,"CIVILIANS (ETHIOPIA)","",7,47,"Civilian targeting",231,"Eastern Africa","Ethiopia","Somali","Daawa","Qada Duma","Kededuma",2,"Twitter","New media","02 MARCH: OROMO ETHNIC MILITIAS CROSSED THE BORDER INTO SOMALI REGION AND ATTACKED PEOPLE IN LIBEN ZONE. ONE PERSON WAS KILLED, NINE WERE WOUNDED, AND 200 CAMELS LOOTED.",1,"",1618530124,1250,c(39.55, 3.45)
"36400","KEN10759","2019-02-15",2019,1,"Political violence","Battles","Armed clash","UNIDENTIFIED COMMUNAL MILITIA (KENYA)","",4,"UNIDENTIFIED COMMUNAL MILITIA (KENYA)","PASTORALISTS (KENYA); POLICE FORCES OF KENYA (2013-2022)",4,44,"",404,"Eastern Africa","Kenya","Samburu","Samburu North","Nachola","Marti",1,"Citizen (Kenya)","National","ON 15 FEBRUARY 2019, A GROUP OF CATTLE RUSTLERS AMBUSHED A HERDERS GROUP NEAR NGOMOROSIO SEASONAL RIVER IN MARTI (NACHOLA, SAMBURU NORTH, SAMBURU). THERE WAS AN EXCHANGE OF FIRE AND SEVERAL HERDERS WERE INJURED. POLICE INTERVENED AND NEUTRALIZED THE RAID AFTER AN HOUR.",0,"",1679360211,1253,c(36.7236, 1.4771)
"36553","SOM27789","2019-02-05",2019,1,"Political violence","Violence against civilians","Attack","AMISOM: AFRICAN UNION MISSION IN SOMALIA (2007-2022)","",8,"CIVILIANS (SOMALIA)","PASTORALISTS (SOMALIA)",7,78,"Civilian targeting",706,"Eastern Africa","Somalia","Lower Juba","Afmadow","","Dhobley",2,"Undisclosed Source","Local partner-Other","05 FEBRUARY. AMISOM TROOPS MISTAKENLY SHOT AND KILLED A PASTORALIST WHO WAS LOOKING AFTER HIS CATTLE EAST OF DHOBLEY TOWN.",1,"",1670283467,1258,c(41.0124, 0.4063)
"37817","KEN6719","2018-11-28",2018,1,"Political violence","Violence against civilians","Attack","UNIDENTIFIED ARMED GROUP (KENYA)","",3,"CIVILIANS (KENYA)","PASTORALISTS (KENYA)",7,37,"Civilian targeting",404,"Eastern Africa","Kenya","Wajir","Wajir North","Godoma","Gambela",2,"Star (Kenya)","National","ON 29 NOVEMBER 2018, BANDITS ATTACKED A GROUP OF HERDERS AT LOBUA NEAR GAMBELA (COORDINATES FOR GAMBELA, WAJIR, USED), KILLING ONE, AND WOUNDING TWO. THE BANDITS THEN STOLE 16 COWS. THE SOURCE NOTES THAT BANDITS WERE SUSPECTED OF BELONGING TO THE TURKANA ETHNIC GROUP, THOUGH THIS HAS NOT BEEN CONFIRMED.",1,"",1653503194,1289,c(39.37, 3.28)
"38188","KEN6689","2018-11-07",2018,1,"Political violence","Battles","Armed clash","TURKANA ETHNIC MILITIA (KENYA)","",4,"POLICE FORCES OF KENYA (2013-2022)","",1,14,"",404,"Eastern Africa","Kenya","Isiolo","Isiolo","Bula Pesa","Isiolo",3,"Xinhua","International","ON 7 NOVEMBER 2018, SUSPECTED TURKANA RAIDERS KILLED THREE POLICE RESERVISTS AND WOUNDED TWO AS THEY ATTEMPTED TO PREVENT THEM FROM STEALING LIVESTOCK AT AN UNSPECIFIED LOCATION ALONG THE IGEMBE CENTRAL AND ISIOLO NORTH BORDER (COORDINATES FOR ISIOLO TOWN USED).",3,"",1679360215,1300,c(37.5822, 0.3546)
"38204","KEN6683","2018-11-06",2018,1,"Political violence","Battles","Armed clash","LAGDERA COMMUNAL MILITIA (KENYA)","",4,"UCHANA COMMUNAL MILITIA (KENYA)","",4,44,"",404,"Eastern Africa","Kenya","Isiolo","Garbatulla","Sericho","Janju",2,"Daily Nation (Kenya)","National","ON 6 NOVEMBER 2018, CLASH BETWEEN SUSPECTED PASTORALISTS FROM LAGDERA AND UCHANA COMMUNITIES IN THE AREA OF JANJU (ISIOLO, CLOSE TO MADO GASHI) IN RETALIATION FOR EARLIER VIOLENCE IN THE AREA.THREE PEOPLE DIED IN THE CLASH, INCLUDING ONE 'RAIDER' AND TWO CHILDREN, AND AN UNKNOWN NUMBER OF PEOPLE WERE WOUNDED.",3,"",1653503194,1301,c(39.0845, 0.6834)
"38243","KEN6680","2018-11-04",2018,1,"Political violence","Battles","Armed clash","LAGDERA COMMUNAL MILITIA (KENYA)","",4,"UCHANA COMMUNAL MILITIA (KENYA)","",4,44,"",404,"Eastern Africa","Kenya","Garissa","Lagdera","Modogashe","Mado Gashi",1,"Daily Nation (Kenya)","National","ON 4 NOVEMBER 2018, CLASH BETWEEN SUSPECTED PASTORALISTS FROM LAGDERA AND UCHANA COMMUNITIES IN MADO GASHI MARKET (ISIOLO) AFTER AN EARLIER 'BOTCHED RAID' BY THE LAGDERA IN MATA BOFU. ONE PERSON WAS INJURED.",0,"",1653503194,1303,c(39.1724, 0.7305)
"38244","KEN6681","2018-11-04",2018,1,"Political violence","Violence against civilians","Attack","LAGDERA COMMUNAL MILITIA (KENYA)","",4,"CIVILIANS (KENYA)","",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Isiolo","Garbatulla","Garbatulla","Garba Tula",2,"Daily Nation (Kenya)","National","ON 4 NOVEMBER 2018, TWO PEOPLE WERE WOUNDED IN A 'BOTCHED RAID' AT MATA BOFU, LIKEY IN ISIOLO SOUTH. THE ATTACKERS WERE BELIEVED TO BE PASTORALISTS FROM LAGDERA IN GARISSA COUNTY.",0,"",1653503194,1304,c(38.52, 0.5333)
"38259","KEN6679","2018-11-03",2018,1,"Political violence","Battles","Armed clash","LAGDERA COMMUNAL MILITIA (KENYA)","",4,"UCHANA COMMUNAL MILITIA (KENYA)","",4,44,"",404,"Eastern Africa","Kenya","Isiolo","Garbatulla","Garbatulla","Garba Tula",2,"Daily Nation (Kenya)","National","ON 3 NOVEMBER 2018, CLASHES BETWEEN PASTORALIST COMMUNITIES FROM LAGDERA IN GARISSA COUNTY AND UCHANA IN ISIOLLO. TWO MEMBERS OF THE LADGERA DIED IN THE SKIRMISH, WHILST TWO LOCAL MILITIAMEN WERE INJURED. IT IS UNCLEAR WHAT CAUSED THE CLASH. THIS CAME AMIDST TENSIONS IN GARBA TULA AS APPROX 250 PEOPLE DISPLACED FROM ELDERA OVER LAND WERE REFUSING TO MOVE FROM GARBA TULA.",2,"",1653503194,1305,c(38.52, 0.5333)
"38895","KEN10647","2018-10-01",2018,2,"Political violence","Violence against civilians","Attack","MILITARY FORCES OF KENYA (2013-2022)","",1,"CIVILIANS (KENYA)","",7,17,"Civilian targeting",404,"Eastern Africa","Kenya","Mandera","Mandera South","Elwak North","El Wak",1,"KTN News (Kenya)","National","AROUND 1 OCTOBER 2018 (AS REPORTED), MILITARY OFFICERS BEAT UP LOCAL RESIDENTS, TORCHED HOUSES AND BURNT LIVESTOCK IN EL WAK (MANDERA SOUTH, MANDERA), AFTER AN IED WAS FOUND ON ELWAK KUTOLLOW ROAD. ONE PERSON DIED WHILE 17 OTHERS SUSTAINED INJURIES DURING THE INCIDENT.",1,"",1679360211,1320,c(40.9358, 2.8094)
"39378","KEN6802","2018-09-05",2018,1,"Political violence","Battles","Armed clash","GABRA ETHNIC MILITIA (KENYA)","PASTORALISTS (KENYA)",4,"BORANA ETHNIC MILITIA (KENYA)","PASTORALISTS (KENYA)",4,44,"",404,"Eastern Africa","Kenya","Marsabit","Saku","Marsabit Central","Marsabit",2,"Star (Kenya)","National","ON 5 SEPTEMBER 2018, TWO PEOPLE WERE KILLED FOLLOWING ARMED CLASHES BETWEEN GABRA AND BORANA PASTORALIST MILITIA OVER PASTURE IN HORONDER, BETWEEN MOYALE AND MARSABIT. THE FIRST PERSON DIED DURING CLASHES ON 5 SEPT, WHILE THE SECOND PASSED AWAY THE FOLLOWING MORNING. THREE OTHER PEOPLE WERE WOUNDED.",2,"",1649346332,1343,c(37.983, 2.333)
"39424","KEN6442","2018-09-03",2018,2,"Political violence","Violence against civilians","Attack","MILITARY FORCES OF KENYA (2013-2022)","",1,"CIVILIANS (KENYA)","PASTORALISTS (KENYA)",7,17,"Civilian targeting",404,"Eastern Africa","Kenya","Garissa","Hulugho","Hulugho","Boni National Reserve",2,"Daily Nation (Kenya)","National","ON OR BEFORE SEPTEMBER 3RD, HERDERS GRAZING THEIR CATTLE IN BONI FOREST (GARISSA COUNTY) WERE REPORTEDLY DETAINED AND BEATEN BY THE KENYAN MILITARY. AT LEAST EIGHT HERDERS WERE BEATEN, SOME SERIOUSLY, AND THEY HAVE BEEN SEPARATED FROM THEIR CATTLE. THE KDF DENIED THAT IT WAS CONDUCTED ANY OPERATIONS IN THE AREA.",0,"",1679360214,1344,c(41.3314, -1.5394)
"39862","SOM26401","2018-08-08",2018,1,"Political violence","Explosions/Remote violence","Air/drone strike","AMISOM: AFRICAN UNION MISSION IN SOMALIA (2007-2022) (KENYA)","",8,"CIVILIANS (SOMALIA)","",7,78,"Civilian targeting",706,"Eastern Africa","Somalia","Gedo","Belet Xaawo","","Belet Xaawo",2,"Calamada","National","8 AUGUST 2018: A KENYAN MILITARY PLANE REPORTEDLY CONDUCTED AIRSTRIKES IN GADON DABO TOWN OF BALAD HAWO DISTRICT, IN GEDO REGION. LOCAL RESIDENTS BEING QUOTED BY A PRO-AL-SHABAAB SOURCE SAY THAT THE AIRSTRIKES KILLED A LOCAL HERDSMAN (CIVILIAN).",1,"",1680570801,1358,c(41.8943, 3.7807)
"39889","KEN6402","2018-08-06",2018,1,"Strategic developments","Strategic developments","Change to group/activity","POLICE FORCES OF KENYA (2013-2022)","",1,"","",0,10,"",404,"Eastern Africa","Kenya","Isiolo","Isiolo","Bula Pesa","Isiolo",3,"Kenya Standard","National","SECURITY MEASURES: ON 6 AUGUST, A NEW POLICE BORDER PATROL UNIT WITH CAMELS HAS BEEN ESTABLISHED TO PATROL REMOTE SECTIONS OF THE KENYA-SOMALI BORDER IN ISIOLO COUNTY.",0,"",1679360214,1359,c(37.5822, 0.3546)
"40755","KEN6348","2018-06-23",2018,1,"Political violence","Battles","Armed clash","WAJIR COMMUNAL MILITIA (KENYA)","PASTORALISTS (KENYA)",4,"WAJIR COMMUNAL MILITIA (KENYA)","PASTORALISTS (KENYA)",4,44,"",404,"Eastern Africa","Kenya","Wajir","Wajir East","Township","Wajir",1,"Daily Nation (Kenya)","National","23 JUNE. ONE DEAD AND SEVERAL INJURED AFTER TWO GROUPS OF WAJIR HERDERS CLASHED OVER PASTURE LAND.",1,"",1561469151,1381,c(40.06, 1.75)
"41463","KEN6314","2018-05-21",2018,1,"Political violence","Battles","Armed clash","UNIDENTIFIED COMMUNAL MILITIA (KENYA)","",4,"UNIDENTIFIED COMMUNAL MILITIA (KENYA)","",4,44,"",404,"Eastern Africa","Kenya","Isiolo","Isiolo","Ngare Mara","Ngeramara",1,"Daily Nation (Kenya)","National","21 MAY. TWO PEOPLE ARE FEARED DEAD AND FOUR MISSING AFTER TWO RIVAL PASTORALIST COMMUNITIES CLASHED IN ISIOLO COUNTY. FIGHTING OCCURRED IN IN LOTIK, LORUKO, ATTAN, ALAMACH, EMEGEN AND NGAREMARA. THE IDENTITIES OF THE PERPETRATORS IS NOT KNOWN.",1,"",1618560987,1404,c(37.623, 0.5965)
"41464","KEN6315","2018-05-21",2018,1,"Political violence","Battles","Armed clash","UNIDENTIFIED COMMUNAL MILITIA (KENYA)","",4,"UNIDENTIFIED COMMUNAL MILITIA (KENYA)","",4,44,"",404,"Eastern Africa","Kenya","Isiolo","Isiolo","Bula Pesa","Isiolo",2,"Daily Nation (Kenya)","National","21 MAY. TWO PEOPLE ARE FEARED DEAD AND FOUR MISSING AFTER TWO RIVAL PASTORALIST COMMUNITIES CLASHED IN ISIOLO COUNTY. FIGHTING OCCURRED IN IN LOTIK, LORUKO, ATTAN, ALAMACH, EMEGEN AND NGAREMARA. THE IDENTITIES OF THE PERPETRATORS IS NOT KNOWN.",1,"",1618560987,1405,c(37.5822, 0.3546)
"41817","SOM27237","2018-05-02",2018,1,"Political violence","Battles","Armed clash","MILITARY FORCES OF SOMALIA (2017-2022) JUBALAND SECURITY FORCE","",1,"AL SHABAAB","",2,12,"",706,"Eastern Africa","Somalia","Lower Juba","Afmadow","","Dhobley",1,"Shabelle Media Network","National","2 MAY 2018: JUBBALAND TROOPS BACKED UP BY LOCALS CLASHED WITH AL SHABAB OVER LIVESTOCK TAX DISPUTE IN DHOBLEY TOWN (JUBBADA). NO REPORTED CASUALTIES",0,"",1653348301,1421,c(41.0124, 0.4063)
"42397","KEN10435","2018-04-05",2018,2,"Political violence","Battles","Armed clash","UNIDENTIFIED ARMED GROUP (KENYA)","",3,"POLICE FORCES OF KENYA (2013-2022)","",1,13,"",404,"Eastern Africa","Kenya","Samburu","Samburu East","Wamba East","Wamba",2,"Ebru Television","National","AROUND 5 APRIL 2018 (AS REPORTED), UNIDENTIFIED ARMED INDIVIDUALS AMBUSHED A GROUP OF POLICE OFFICERS NEAR WAMBA (WAMBA EAST, SAMBURU EAST, SAMBURU) DURING A CATTLE RAID. 3 POLICE OFFICERS AND 1 PEACE CRUSADER WERE KILLED WHILE 5 OTHERS WERE SERIOUSLY INJURED.",4,"",1679360210,1438,c(37.3235, 0.9802)
"42629","KEN6128","2018-03-24",2018,1,"Political violence","Violence against civilians","Attack","UNIDENTIFIED COMMUNAL MILITIA (KENYA)","",4,"CIVILIANS (KENYA)","PASTORALISTS (KENYA)",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Samburu","Samburu North","Nachola","Nachola",2,"Kenya Standard","National","24 MARCH. CATTLE HERDERS KILLED 10 IN LOPURIO AREA IN SAMBURU NORTH IN COMMUNAL VIOLENCE.",10,"",1668467801,1445,c(36.603, 1.8348)
"43856","KEN5946","2018-01-20",2018,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","UNIDENTIFIED ARMED GROUP (KENYA)","",3,"CIVILIANS (KENYA)","",7,37,"Civilian targeting",404,"Eastern Africa","Kenya","Mandera","Mandera East","Township","Mandera",2,"AP","International","A KENYAN OFFICIAL SAYS FOUR CHILDREN HAVE BEEN KILLED BY AN EXPLOSIVE DEVICE THAT WENT OFF IN A FIELD WHERE THEY GRAZING LIVESTOCK. MANDERA GOVERNOR ALI ROBA IS BLAMING DEVICES THAT BRITAIN MIGHT HAVE PLANTED DURING ITS COLONIAL OCCUPATION OF KENYA FOR THE DEATHS ON SATURDAY. HE ASKED SECURITY AGENTS TO CLEAR THE FIELDS OF ANY DEVICES FROM BEFORE KENYA GAINED INDEPENDENCE IN 1963.",4,"",1552576719,1493,c(41.8542, 3.9357)
"43970","KEN10181","2018-01-14",2018,1,"Political violence","Battles","Armed clash","POKOT ETHNIC MILITIA (KENYA)","PASTORALISTS (KENYA)",4,"SAMBURU ETHNIC MILITIA (KENYA)","PASTORALISTS (KENYA)",4,44,"",404,"Eastern Africa","Kenya","Samburu","Samburu North","El Barta","Baragoi",1,"Kenya Broadcasting Corporation","National","ON 14 JANUARY 2018, SUSPECTED POKOT MILITIA CLASHED WITH A GROUP OF FOUR SAMBURU HERDERS AT LOMIROK AREA OF BARAGOI (SAMBURU NORTH, SAMBURU). ONE HERDER WAS INJURED DURING THE INCIDENT.",0,"",1676323318,1502,c(36.7833, 1.7833)
"44017","SOM24722","2018-01-11",2018,1,"Political violence","Explosions/Remote violence","Air/drone strike","UNIDENTIFIED MILITARY FORCES","",8,"AL SHABAAB","",2,28,"",706,"Eastern Africa","Somalia","Lower Juba","Afmadow","","Dif",1,"Undisclosed Source","Local partner-Other","UNKNOWN WARPLANE (LIKELY KENYAN OR US) CONDUCTED AN AIRSTRIKE AGAINST SUSPECTED AL SHABAAB LOCATIONS AT DAGMAREER GRAZING AREA LOCATED EAST NEAR DIIF VILLAGE (C. 65 KM NORTH EAST OF DHOBLEY TOWN). AT LEAST SIX MISSILES WERE FIRED WHICH RESULTED IN SLIGHT INJURIES TO A CIVILIAN LOCAL PASTORALIST. THE INJURED VICTIM WAS TAKEN TO DIIF FOR TREATMENT.",0,"",1571260131,1508,c(41.0616, 0.9625)
"47047","SOM23464","2017-08-14",2017,1,"Political violence","Violence against civilians","Attack","AMISOM: AFRICAN UNION MISSION IN SOMALIA (2007-2022) (ETHIOPIA)","",8,"CIVILIANS (SOMALIA)","",7,78,"Civilian targeting",706,"Eastern Africa","Somalia","Gedo","Doolow","","Maykaareebi",1,"Undisclosed Source","Local partner-Other","ENDF CONVOY TRAVELLING TO BUURDHUUBO NOTICED 2 IEDS. DEVICES SAFELY DISMANTLED. BELIEVING THEM RESPONSIBLE, THREE CAMEL ELDERS WERE TORTURED AND ASSASSINATED BY SOLDIERS IN THE AFTERMATH.",3,"",1670283465,1613,c(41.91, 3.98)
"47565","KEN5600","2017-07-21",2017,1,"Political violence","Violence against civilians","Attack","UNIDENTIFIED COMMUNAL MILITIA (KENYA)","",4,"CIVILIANS (KENYA)","",7,47,"Civilian targeting",404,"Eastern Africa","Kenya","Samburu","Samburu North","El Barta","Baragoi",1,"Daily Nation (Kenya)","National","THREE PEOPLE WERE SHOT DEAD AND TWO OTHERS INJURED DURING AN ATTACK AT BENDERA VILLAGE IN BARAGOI TOWN, SAMBURU COUNTY. AN UNKNOWN NUMBER OF CATTLE WERE ALSO STOLEN AND DRIVEN TOWARDS SUGUTA VALLEY",3,"",1618560926,1638,c(36.7833, 1.7833)
